Sp	Elements	Xtal	Position	Bg1	Bg2	Slope	Bias	Gain	Dtime	Blin	Wind	Mode																																													
4 / 57 . 				0.162246	0.003216	0.008802	0.357714	0.009294	0.009332	0.087857						0.638461				51.73643	0.608079	1.449882	33.22026	0.807638	0.993984	11.18373						100				0.006076	0.020169	0.461893	0.011826	0.015566	0.122929						0.638461	10056.3	-26333	18	 	 	Fuego ol 49N_2	57767.21	0.126373	119	"Friday, February 11, 2022 8:20:07 AM"
4 / 58 . 				0.158233	0.004707	0.005493	0.345688	0.01564	0.010115	0.088316						0.628191				51.46865	0.907897	0.922897	32.74742	1.386426	1.098993	11.46772						100				0.008894	0.012586	0.446365	0.019903	0.016872	0.123572						0.628191	10056.2	-26322.6	18	 	 	Fuego ol 49N_2	57756.9	0.124784	120	"Friday, February 11, 2022 8:23:30 AM"
4 / 59 . 				0.152462	0.003912	0.006154	0.344953	0.013064	0.009118	0.077456						0.607119				51.5161	0.783755	1.074131	33.94598	1.203014	1.029118	10.44791						99.99999				0.007391	0.014101	0.445416	0.016624	0.015209	0.108377						0.607119	10056.1	-26312.3	18	 	 	Fuego ol 49N_2	57746.6	0.121022	121	"Friday, February 11, 2022 8:26:53 AM"
4 / 60 . 				0.155823	0.002775	0.006878	0.353837	0.010393	0.008976	0.081649						0.620331				51.51242	0.543939	1.174473	34.06655	0.936303	0.991171	10.77514						100				0.005243	0.015759	0.456887	0.013225	0.014973	0.114244						0.620331	10056	-26302	18	 	 	Fuego ol 49N_2	57736.29	0.123532	122	"Friday, February 11, 2022 8:30:16 AM"
5 / 1 . 	29.89055	19.49931	7.564539	44.21561	0.0121	0.002867	0.112839	0.261067	0.006074	0.080072						101.645	25.45034	14.36787	2.803095	57.189	0.009281	0.001916	0.042505	0.092023	0.002624	0.041343						99.99998	49.56746	41.71632	9.73175	0.022863	0.006569	0.145702	0.332215	0.010131	0.112037						101.645	6844	31215	45	 	 	San Carlos_2	153.56	11.94146	123	"Friday, February 11, 2022 8:33:46 AM"
6 / 1 . 				0.14275	0.012908	0.002512	0.097404	0.248171	0.00544	0.071116						0.580301				51.36572	2.754352	0.466948	10.20753	24.33628	0.653826	10.21536						100				0.02439	0.005756	0.125772	0.315804	0.009074	0.099505						0.580301	6844	31215	45	 	 	San Carlos_2	153.56	0.122734	124	"Friday, February 11, 2022 8:34:54 AM"
7 / 1 . 	29.85688	19.33232	7.698884	44.04705	0.012738	0.003001	0.110155	0.267928	0.006221	0.088736						101.4239	25.5016	14.28961	2.861848	57.15011	0.009801	0.002011	0.041625	0.094738	0.002696	0.045961						99.99998	49.51162	41.35905	9.904584	0.024069	0.006876	0.142237	0.340945	0.010377	0.12416						101.4239	6760	31329	45	 	 	San Carlos_3	160.25	11.93861	125	"Friday, February 11, 2022 8:38:45 AM"
8 / 1 . 				0.147984	0.013539	0.002628	0.09534	0.255093	0.005597	0.078962						0.599143				51.37483	2.787346	0.471289	9.639616	24.13465	0.64905	10.94322						100				0.025583	0.006022	0.123107	0.324612	0.009336	0.110484						0.599143	6760	31329	45	 	 	San Carlos_3	160.25	0.126278	126	"Friday, February 11, 2022 8:40:00 AM"
9 / 1 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-62.25	-1.22	WHT01_Slab_host_contact_olivine_Profile_	36288.27	0	127	"Friday, February 11, 2022 1:05:16 PM"
9 / 2 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-59.65	-1.2	WHT01_Slab_host_contact_olivine_Profile_	36286.44	0	128	"Friday, February 11, 2022 1:06:32 PM"
9 / 3 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-57.06	-1.18	WHT01_Slab_host_contact_olivine_Profile_	36284.62	0	129	"Friday, February 11, 2022 1:07:15 PM"
9 / 4 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-54.46	-1.16	WHT01_Slab_host_contact_olivine_Profile_	36282.8	0	130	"Friday, February 11, 2022 1:07:57 PM"
9 / 5 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-51.87	-1.13	WHT01_Slab_host_contact_olivine_Profile_	36280.97	0	131	"Friday, February 11, 2022 1:08:38 PM"
9 / 6 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-49.27	-1.11	WHT01_Slab_host_contact_olivine_Profile_	36279.15	0	132	"Friday, February 11, 2022 1:09:19 PM"
9 / 7 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-46.68	-1.09	WHT01_Slab_host_contact_olivine_Profile_	36277.33	0	133	"Friday, February 11, 2022 1:10:01 PM"
9 / 8 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-44.08	-1.07	WHT01_Slab_host_contact_olivine_Profile_	36275.51	0	134	"Friday, February 11, 2022 1:10:42 PM"
9 / 9 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-41.49	-1.05	WHT01_Slab_host_contact_olivine_Profile_	36273.68	0	135	"Friday, February 11, 2022 1:11:24 PM"
9 / 10 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-38.89	-1.03	WHT01_Slab_host_contact_olivine_Profile_	36271.86	0	136	"Friday, February 11, 2022 1:12:06 PM"
9 / 11 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-36.29	-1.01	WHT01_Slab_host_contact_olivine_Profile_	36270.04	0	137	"Friday, February 11, 2022 1:12:47 PM"
9 / 12 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-33.7	-0.98	WHT01_Slab_host_contact_olivine_Profile_	36268.22	0	138	"Friday, February 11, 2022 1:13:29 PM"
9 / 13 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-31.1	-0.96	WHT01_Slab_host_contact_olivine_Profile_	36266.4	0	139	"Friday, February 11, 2022 1:14:10 PM"
9 / 14 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-28.51	-0.94	WHT01_Slab_host_contact_olivine_Profile_	36264.57	0	140	"Friday, February 11, 2022 1:14:51 PM"
9 / 15 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-25.91	-0.92	WHT01_Slab_host_contact_olivine_Profile_	36262.75	0	141	"Friday, February 11, 2022 1:15:33 PM"
9 / 16 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-23.32	-0.9	WHT01_Slab_host_contact_olivine_Profile_	36260.93	0	142	"Friday, February 11, 2022 1:16:14 PM"
9 / 17 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-20.72	-0.88	WHT01_Slab_host_contact_olivine_Profile_	36259.11	0	143	"Friday, February 11, 2022 1:16:56 PM"
9 / 18 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-18.13	-0.86	WHT01_Slab_host_contact_olivine_Profile_	36257.29	0	144	"Friday, February 11, 2022 1:17:38 PM"
9 / 19 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-15.53	-0.83	WHT01_Slab_host_contact_olivine_Profile_	36255.46	0	145	"Friday, February 11, 2022 1:18:19 PM"
9 / 20 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-12.93	-0.81	WHT01_Slab_host_contact_olivine_Profile_	36253.64	0	146	"Friday, February 11, 2022 1:19:00 PM"
9 / 21 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-10.34	-0.79	WHT01_Slab_host_contact_olivine_Profile_	36251.82	0	147	"Friday, February 11, 2022 1:19:41 PM"
9 / 22 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-7.74	-0.77	WHT01_Slab_host_contact_olivine_Profile_	36250	0	148	"Friday, February 11, 2022 1:20:22 PM"
9 / 23 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-5.15	-0.75	WHT01_Slab_host_contact_olivine_Profile_	36248.18	0	149	"Friday, February 11, 2022 1:21:04 PM"
9 / 24 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	-2.55	-0.73	WHT01_Slab_host_contact_olivine_Profile_	36246.36	0	150	"Friday, February 11, 2022 1:21:45 PM"
9 / 25 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	0.04	-0.7	WHT01_Slab_host_contact_olivine_Profile_	36244.54	0	151	"Friday, February 11, 2022 1:22:27 PM"
9 / 26 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	2.64	-0.68	WHT01_Slab_host_contact_olivine_Profile_	36242.72	0	152	"Friday, February 11, 2022 1:23:08 PM"
9 / 27 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	5.24	-0.66	WHT01_Slab_host_contact_olivine_Profile_	36240.9	0	153	"Friday, February 11, 2022 1:23:49 PM"
9 / 28 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	7.83	-0.64	WHT01_Slab_host_contact_olivine_Profile_	36239.08	0	154	"Friday, February 11, 2022 1:24:32 PM"
9 / 29 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	10.43	-0.62	WHT01_Slab_host_contact_olivine_Profile_	36237.26	0	155	"Friday, February 11, 2022 1:25:13 PM"
9 / 30 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	13.02	-0.6	WHT01_Slab_host_contact_olivine_Profile_	36235.43	0	156	"Friday, February 11, 2022 1:25:54 PM"
9 / 31 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	15.62	-0.58	WHT01_Slab_host_contact_olivine_Profile_	36233.61	0	157	"Friday, February 11, 2022 1:26:35 PM"
9 / 32 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	18.21	-0.55	WHT01_Slab_host_contact_olivine_Profile_	36231.79	0	158	"Friday, February 11, 2022 1:27:17 PM"
9 / 33 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	20.81	-0.53	WHT01_Slab_host_contact_olivine_Profile_	36229.97	0	159	"Friday, February 11, 2022 1:27:59 PM"
9 / 34 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	23.4	-0.51	WHT01_Slab_host_contact_olivine_Profile_	36228.15	0	160	"Friday, February 11, 2022 1:28:40 PM"
9 / 35 . 	0	0	0	0												0	0	0	0	0												0	0	0	0												0	-18292	5327	990	26	-0.49	WHT01_Slab_host_contact_olivine_Profile_	36226.33	0	161	"Friday, February 11, 2022 1:29:22 PM"
10 / 1 . 				0.141072	0.006455	0.010342	0.095103	0.282689	0.006815	0.031776						0.574251				52.26042	1.417924	1.979015	10.26061	28.53955	0.843355	4.699128						100				0.012196	0.023697	0.122801	0.359728	0.011369	0.04446						0.574251	-18292	5327	990	-62.25	-1.22	WHT01_Slab_host_contact_olivine_Profile_	36288.27	0.124459	162	"Friday, February 11, 2022 1:30:06 PM"
10 / 2 . 				0.145494	0.005978	0.013213	0.09454	0.285803	0.006662	0.033167						0.584857				52.57197	1.280863	2.466313	9.948813	28.14385	0.804047	4.784139						100				0.011295	0.030277	0.122074	0.363692	0.011112	0.046407						0.584857	-18292	5327	990	-59.65	-1.2	WHT01_Slab_host_contact_olivine_Profile_	36286.44	0.126158	163	"Friday, February 11, 2022 1:33:59 PM"
10 / 3 . 				0.142184	0.006043	0.010991	0.094817	0.284506	0.007522	0.031161						0.577225				52.36076	1.319665	2.090909	10.16925	28.55313	0.925319	4.580972						100				0.011418	0.025186	0.122432	0.362041	0.012548	0.0436						0.577225	-18292	5327	990	-57.06	-1.18	WHT01_Slab_host_contact_olivine_Profile_	36284.62	0.125062	164	"Friday, February 11, 2022 1:37:24 PM"
10 / 4 . 				0.134881	0.005429	0.008967	0.093931	0.274388	0.005629	0.031508						0.554732				52.01248	1.241378	1.78615	10.54905	28.83555	0.725047	4.850347						100				0.010257	0.020547	0.121287	0.349165	0.009389	0.044086						0.554732	-18292	5327	990	-54.46	-1.16	WHT01_Slab_host_contact_olivine_Profile_	36282.8	0.120693	165	"Friday, February 11, 2022 1:40:50 PM"
10 / 5 . 				0.142579	0.005127	0.012074	0.095947	0.280908	0.006647	0.033787						0.577069				52.4068	1.117483	2.292467	10.27092	28.13859	0.816145	4.957602						100				0.009687	0.027666	0.12389	0.357462	0.011088	0.047275						0.577069	-18292	5327	990	-51.87	-1.13	WHT01_Slab_host_contact_olivine_Profile_	36280.97	0.124745	166	"Friday, February 11, 2022 1:44:14 PM"
10 / 6 . 				0.142343	0.005977	0.012165	0.094048	0.277133	0.006497	0.035222						0.573386				52.46355	1.306363	2.316011	10.09525	27.83656	0.799907	5.182357						99.99999				0.011294	0.027874	0.121439	0.352659	0.010838	0.049283						0.573385	-18292	5327	990	-49.27	-1.11	WHT01_Slab_host_contact_olivine_Profile_	36279.15	0.123572	167	"Friday, February 11, 2022 1:47:38 PM"
10 / 7 . 				0.144288	0.006225	0.011888	0.092023	0.286326	0.005615	0.037116						0.58348				52.34584	1.339266	2.227772	9.722845	28.30863	0.680379	5.375268						99.99999				0.011763	0.027239	0.118823	0.364357	0.009365	0.051932						0.58348	-18292	5327	990	-46.68	-1.09	WHT01_Slab_host_contact_olivine_Profile_	36277.33	0.125971	168	"Friday, February 11, 2022 1:51:04 PM"
10 / 8 . 				0.138405	0.005799	0.010208	0.093808	0.283673	0.006644	0.027549						0.566085				52.23581	1.297775	1.990058	10.31106	29.17708	0.837638	4.150581						99.99998				0.010957	0.02339	0.121128	0.360981	0.011083	0.038546						0.566085	-18292	5327	990	-44.08	-1.07	WHT01_Slab_host_contact_olivine_Profile_	36275.51	0.123209	169	"Friday, February 11, 2022 1:54:29 PM"
10 / 9 . 				0.14293	0.006007	0.013511	0.08962	0.280499	0.007231	0.031975						0.571774				52.70387	1.313456	2.573534	9.624318	28.18747	0.890695	4.706668						100				0.01135	0.030959	0.115721	0.356942	0.012063	0.044739						0.571774	-18292	5327	990	-41.49	-1.05	WHT01_Slab_host_contact_olivine_Profile_	36273.68	0.123173	170	"Friday, February 11, 2022 1:57:54 PM"
10 / 10 . 				0.138147	0.005039	0.009473	0.093319	0.284208	0.006572	0.031083						0.567843				52.07903	1.126477	1.844815	10.24563	29.19869	0.827608	4.677741						100				0.009521	0.021708	0.120498	0.361662	0.010963	0.043492						0.567843	-18292	5327	990	-38.89	-1.03	WHT01_Slab_host_contact_olivine_Profile_	36271.86	0.123699	171	"Friday, February 11, 2022 2:01:20 PM"
10 / 11 . 				0.141547	0.006055	0.0114	0.093651	0.279043	0.007166	0.033393						0.572255				52.41095	1.329474	2.180562	10.09906	28.15774	0.886334	4.935877						100				0.011441	0.026123	0.120926	0.355089	0.011954	0.046723						0.572255	-18292	5327	990	-36.29	-1.01	WHT01_Slab_host_contact_olivine_Profile_	36270.04	0.123621	172	"Friday, February 11, 2022 2:04:44 PM"
10 / 12 . 				0.138173	0.005327	0.009694	0.090122	0.283838	0.007269	0.031212						0.565634				52.1748	1.192715	1.890937	9.910899	29.20895	0.916832	4.704871						100				0.010064	0.022213	0.116368	0.361191	0.012125	0.043671						0.565634	-18292	5327	990	-33.7	-0.98	WHT01_Slab_host_contact_olivine_Profile_	36268.22	0.123047	173	"Friday, February 11, 2022 2:08:08 PM"
10 / 13 . 				0.140664	0.006581	0.010967	0.09636	0.278251	0.008073	0.028458						0.569354				52.45082	1.455272	2.112365	10.4643	28.27566	1.005466	4.236111						100				0.012436	0.025129	0.124423	0.354082	0.013466	0.039819						0.569354	-18292	5327	990	-31.1	-0.96	WHT01_Slab_host_contact_olivine_Profile_	36266.4	0.123222	174	"Friday, February 11, 2022 2:11:33 PM"
10 / 14 . 				0.141142	0.005807	0.012912	0.092909	0.27498	0.005939	0.03341						0.567099				52.55246	1.282164	2.483437	10.07489	27.90248	0.738686	4.965888						99.99999				0.010972	0.029587	0.119968	0.349918	0.009907	0.046747						0.567099	-18292	5327	990	-28.51	-0.94	WHT01_Slab_host_contact_olivine_Profile_	36264.57	0.122193	175	"Friday, February 11, 2022 2:14:59 PM"
10 / 15 . 				0.13826	0.006251	0.008588	0.09305	0.279226	0.006632	0.035027						0.567033				52.01715	1.394623	1.669042	10.1956	28.6294	0.833424	5.260753						100				0.011811	0.019679	0.12015	0.355322	0.011062	0.04901						0.567034	-18292	5327	990	-25.91	-0.92	WHT01_Slab_host_contact_olivine_Profile_	36262.75	0.123072	176	"Friday, February 11, 2022 2:18:23 PM"
10 / 16 . 				0.136575	0.006415	0.007881	0.093928	0.274846	0.005491	0.036988						0.562124				51.86905	1.444798	1.546071	10.38908	28.4467	0.696586	5.607718						100				0.012122	0.018058	0.121283	0.349748	0.009159	0.051753						0.562124	-18292	5327	990	-23.32	-0.9	WHT01_Slab_host_contact_olivine_Profile_	36260.93	0.121987	177	"Friday, February 11, 2022 2:21:47 PM"
10 / 17 . 				0.138542	0.006871	0.010102	0.089775	0.28246	0.006953	0.0291						0.563803				52.30036	1.538176	1.969912	9.870135	29.05933	0.876765	4.385328						100				0.012983	0.023147	0.115921	0.359437	0.011598	0.040716						0.563803	-18292	5327	990	-20.72	-0.88	WHT01_Slab_host_contact_olivine_Profile_	36259.11	0.122374	178	"Friday, February 11, 2022 2:25:12 PM"
10 / 18 . 				0.132819	0.006266	0.008455	0.090891	0.274428	0.00594	0.027805						0.546603				52.03593	1.455706	1.711091	10.37068	29.30063	0.777363	4.348594						99.99999				0.011839	0.019374	0.117361	0.349216	0.009909	0.038904						0.546603	-18292	5327	990	-18.13	-0.86	WHT01_Slab_host_contact_olivine_Profile_	36257.29	0.119139	179	"Friday, February 11, 2022 2:28:37 PM"
10 / 19 . 				0.136535	0.006491	0.009255	0.090845	0.278992	0.007027	0.02912						0.558265				52.18689	1.471199	1.827387	10.1127	29.06141	0.897101	4.443315						100				0.012264	0.021208	0.117303	0.355024	0.011721	0.040745						0.558265	-18292	5327	990	-15.53	-0.83	WHT01_Slab_host_contact_olivine_Profile_	36255.46	0.121354	180	"Friday, February 11, 2022 2:32:01 PM"
10 / 20 . 				0.142159	0.007045	0.012939	0.090355	0.284851	0.005975	0.028174						0.571499				52.61111	1.546164	2.473663	9.738727	28.72935	0.738652	4.162336						100				0.013312	0.029649	0.11667	0.362479	0.009967	0.039421						0.571499	-18292	5327	990	-12.93	-0.81	WHT01_Slab_host_contact_olivine_Profile_	36253.64	0.123526	181	"Friday, February 11, 2022 2:35:27 PM"
10 / 21 . 				0.135957	0.005784	0.009002	0.090899	0.270328	0.006592	0.03667						0.55523				52.08644	1.314007	1.781536	10.14211	28.22418	0.843567	5.608158						100				0.010929	0.020628	0.117372	0.343999	0.010996	0.051308						0.55523	-18292	5327	990	-10.34	-0.79	WHT01_Slab_host_contact_olivine_Profile_	36251.82	0.120179	182	"Friday, February 11, 2022 2:38:51 PM"
10 / 22 . 				0.142645	0.006663	0.012056	0.093382	0.281703	0.004484	0.035537						0.57647				52.35158	1.450091	2.285591	9.981162	28.17544	0.549716	5.20642						99.99999				0.01259	0.027625	0.120578	0.358474	0.00748	0.049723						0.57647	-18292	5327	990	-7.74	-0.77	WHT01_Slab_host_contact_olivine_Profile_	36250	0.124402	183	"Friday, February 11, 2022 2:42:14 PM"
10 / 23 . 				0.133632	0.00596	0.007303	0.09398	0.277113	0.007951	0.026796						0.552735				51.95998	1.374174	1.466782	10.64247	29.36454	1.032699	4.15935						100				0.011261	0.016733	0.121351	0.352634	0.013263	0.037493						0.552735	-18292	5327	990	-5.15	-0.75	WHT01_Slab_host_contact_olivine_Profile_	36248.18	0.120756	184	"Friday, February 11, 2022 2:45:39 PM"
10 / 24 . 				0.137962	0.006672	0.009652	0.091422	0.278022	0.007042	0.031225						0.561998				52.23565	1.497984	1.887808	10.08095	28.68742	0.890592	4.719605						100				0.012607	0.022117	0.118047	0.35379	0.011746	0.043691						0.561998	-18292	5327	990	-2.55	-0.73	WHT01_Slab_host_contact_olivine_Profile_	36246.36	0.121848	185	"Friday, February 11, 2022 2:49:05 PM"
10 / 25 . 				0.139023	0.005371	0.010475	0.089213	0.282523	0.006429	0.033682						0.566716				52.22714	1.196618	2.032847	9.760755	28.92469	0.806695	5.051252						100				0.010149	0.024003	0.115195	0.359517	0.010723	0.047128						0.566716	-18292	5327	990	0.04	-0.7	WHT01_Slab_host_contact_olivine_Profile_	36244.54	0.122952	186	"Friday, February 11, 2022 2:52:30 PM"
10 / 26 . 				0.134474	0.006481	0.009651	0.089008	0.272673	0.004484	0.032608						0.549379				52.1115	1.489431	1.931868	10.04546	28.79681	0.58048	5.044459						100				0.012247	0.022114	0.11493	0.346983	0.00748	0.045625						0.549379	-18292	5327	990	2.64	-0.68	WHT01_Slab_host_contact_olivine_Profile_	36242.72	0.119157	187	"Friday, February 11, 2022 2:55:56 PM"
10 / 27 . 				0.138176	0.006051	0.011101	0.09247	0.273809	0.005219	0.033619						0.560445				52.29714	1.358157	2.170269	10.1928	28.24225	0.6598	5.079579						100				0.011434	0.025436	0.119401	0.348428	0.008706	0.04704						0.560445	-18292	5327	990	5.24	-0.66	WHT01_Slab_host_contact_olivine_Profile_	36240.9	0.121162	188	"Friday, February 11, 2022 2:59:20 PM"
10 / 28 . 				0.142267	0.006235	0.012639	0.091638	0.275767	0.007722	0.033563						0.569831				52.63051	1.367873	2.415267	9.873113	27.80245	0.954198	4.956585						100				0.011782	0.028961	0.118326	0.350921	0.01288	0.046961						0.569831	-18292	5327	990	7.83	-0.64	WHT01_Slab_host_contact_olivine_Profile_	36239.08	0.122623	189	"Friday, February 11, 2022 3:02:45 PM"
10 / 29 . 				0.137963	0.006677	0.0088	0.094207	0.27899	0.006485	0.032213						0.565335				52.06905	1.494296	1.715583	10.35485	28.69536	0.817571	4.853293						100				0.012616	0.020164	0.121643	0.355022	0.010818	0.045072						0.565335	-18292	5327	990	10.43	-0.62	WHT01_Slab_host_contact_olivine_Profile_	36237.26	0.122763	190	"Friday, February 11, 2022 3:06:10 PM"
10 / 30 . 				0.13896	0.005792	0.012377	0.088511	0.27588	0.007797	0.029192						0.558509				52.63482	1.300941	2.421745	9.763899	28.47802	0.986539	4.414043						100				0.010944	0.028361	0.114288	0.351065	0.013006	0.040845						0.558509	-18292	5327	990	13.02	-0.6	WHT01_Slab_host_contact_olivine_Profile_	36235.43	0.120654	191	"Friday, February 11, 2022 3:09:34 PM"
10 / 31 . 				0.137955	0.006039	0.011146	0.090512	0.27392	0.006633	0.031933						0.558139				52.40109	1.360275	2.18697	10.01276	28.35517	0.841586	4.842151						100				0.011411	0.02554	0.116872	0.34857	0.011064	0.044681						0.558139	-18292	5327	990	15.62	-0.58	WHT01_Slab_host_contact_olivine_Profile_	36233.61	0.120665	192	"Friday, February 11, 2022 3:12:57 PM"
10 / 32 . 				0.130851	0.005718	0.006734	0.087866	0.275999	0.008009	0.02733						0.542508				51.90169	1.345018	1.379793	10.15017	29.83461	1.061175	4.327549						100				0.010805	0.015431	0.113456	0.351216	0.01336	0.038241						0.542508	-18292	5327	990	18.21	-0.55	WHT01_Slab_host_contact_olivine_Profile_	36231.79	0.118696	193	"Friday, February 11, 2022 3:16:23 PM"
10 / 33 . 				0.139786	0.005615	0.011825	0.089862	0.282627	0.006261	0.03042						0.566397				52.42236	1.248701	2.290682	9.814688	28.88508	0.784335	4.554153						100				0.01061	0.027095	0.116034	0.359651	0.010444	0.042564						0.566397	-18292	5327	990	20.81	-0.53	WHT01_Slab_host_contact_olivine_Profile_	36229.97	0.122749	194	"Friday, February 11, 2022 3:19:46 PM"
10 / 34 . 				0.133936	0.004807	0.010709	0.087171	0.27015	0.005911	0.032245						0.544929				52.28309	1.112765	2.159403	9.91016	28.73915	0.7707	5.024725						99.99999				0.009083	0.024539	0.112559	0.343773	0.009859	0.045117						0.544929	-18292	5327	990	23.4	-0.51	WHT01_Slab_host_contact_olivine_Profile_	36228.15	0.11813	195	"Friday, February 11, 2022 3:23:11 PM"
10 / 35 . 				0.139771	0.006597	0.012976	0.090685	0.275159	0.007969	0.02611						0.559267				52.76969	1.477058	2.530573	9.971256	28.31121	1.004989	3.935222						100				0.012466	0.029732	0.117096	0.350146	0.013293	0.036533						0.559267	-18292	5327	990	26	-0.49	WHT01_Slab_host_contact_olivine_Profile_	36226.33	0.120677	196	"Friday, February 11, 2022 3:26:36 PM"
11 / 1 . 	24.16932	18.76235	14.38712	43.40871	0.670465	0.026161	0.227207	0.066919	0.267158	2.770195						104.7556	20.9846	14.09734	5.436333	57.25198	0.524374	0.017824	0.087273	0.024053	0.117697	1.458527						99.99998	40.07994	40.13968	18.50897	1.266839	0.059947	0.293378	0.085156	0.445634	3.876056						104.7556	-17681	7957	930	 	 	WHT01_Slab_host_contact_olivine_Profile_2_	33957.75	13.51983	197	"Friday, February 11, 2022 6:20:59 PM"
11 / 2 . 	24.82959	18.92743	13.60764	42.02439	0.011979	0.006299	0.217848	0.093701	0.030116	0.218619						99.96763	22.31511	14.72091	5.322404	57.37308	0.009698	0.004442	0.086618	0.034862	0.013734	0.119148						100	41.17487	40.49286	17.50617	0.022635	0.014434	0.281294	0.119237	0.050235	0.305892						99.96762	-17676	7957	930	 	 	WHT01_Slab_host_contact_olivine_Profile_2_	33954.13	12.66288	198	"Friday, February 11, 2022 6:22:08 PM"
11 / 3 . 	25.70039	19.01447	12.83889	42.46581	0.01049	0.005043	0.203964	0.118809	0.025112	0.200423						100.5834	22.83697	14.62165	4.965033	57.32123	0.008397	0.003516	0.080182	0.043705	0.011322	0.107997						100	42.61891	40.67907	16.51718	0.019821	0.011555	0.263366	0.151187	0.041888	0.280431						100.5834	-17671	7957	930	 	 	WHT01_Slab_host_contact_olivine_Profile_2_	33950.51	12.61344	199	"Friday, February 11, 2022 6:22:51 PM"
11 / 4 . 	26.32914	19.03129	11.96477	42.64005	0.010379	0.006532	0.186894	0.145205	0.022455	0.173724						100.5104	23.2892	14.56799	4.605937	57.2945	0.00827	0.004534	0.073137	0.053172	0.010078	0.093185						100	43.66156	40.71503	15.39263	0.019612	0.014968	0.241324	0.184776	0.037456	0.243074						100.5104	-17666	7957	930	 	 	WHT01_Slab_host_contact_olivine_Profile_2_	33946.89	12.47531	200	"Friday, February 11, 2022 6:23:35 PM"
11 / 5 . 	26.78222	19.0854	11.36617	42.82538	0.010227	0.011532	0.172496	0.197966	0.017041	0.133709						100.6021	23.58292	14.54339	4.355731	57.28351	0.008112	0.007968	0.067198	0.072165	0.007614	0.071397						100	44.4129	40.8308	14.62253	0.019323	0.026426	0.222733	0.251916	0.028426	0.187085						100.6021	-17661	7957	930	 	 	WHT01_Slab_host_contact_olivine_Profile_2_	33943.27	12.39916	201	"Friday, February 11, 2022 6:24:19 PM"
11 / 6 . 	27.54391	19.20988	10.4693	43.17851	0.003782	0.006189	0.151124	0.251389	0.009233	0.074431						100.8977	24.04649	14.51323	3.977769	57.26259	0.002974	0.00424	0.058369	0.090857	0.00409	0.039404						100	45.67602	41.0971	13.46872	0.007146	0.01418	0.195137	0.319899	0.015401	0.104143						100.8977	-17656	7957	930	 	 	WHT01_Slab_host_contact_olivine_Profile_2_	33939.65	12.29746	202	"Friday, February 11, 2022 6:25:02 PM"
